OTU	MQ180615-57	MQ181108-127	MQ180831-130	MQ181108-123	MQ171106-92	MQ181108-140	MQ181108-124	MQ181221-119	MQ171215-156	MQ181108-118	MQ181108-130	MQ181108-136	MQ181221-116	MQ181221-114	MQ171129-75	MQ181108-119	MQ171129-106	MQ181108-138	MQ181221-118	MQ171106-87	MQ181108-122	MQ181108-120	MQ181108-134	MQ181108-133	MQ180525-285	MQ181108-125	MQ181108-135	MQ181108-141	MQ181108-132	MQ181221-113	MQ181108-139	MQ181108-126	MQ181108-137	MQ181221-117	MQ180212-184	MQ180819-22	MQ181108-131	MQ171215-93	MQ181221-111	MQ181221-112	MQ181108-128	MQ180801-286	MQ180615-71	MQ181221-115	MQ181108-129	MQ181108-121	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_2256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Pannonibacter	s__
OTU_1445	2	0	0	0	8	3	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Rhodococcus	s__
OTU_2245	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__	g__	s__
OTU_1898	3	0	0	0	9	2	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	0	0	5	1	0	0	0	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae	g__Syntrophobacter	s__
OTU_2940	1	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__NS9 Marine group	g__PHOS-HE28	s__
OTU_3155	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__	g__	s__
OTU_570	40	0	11	0	92	43	0	0	16	0	0	0	0	0	11	0	19	0	0	26	0	0	0	0	15	0	0	0	0	0	0	0	0	0	16	23	0	16	0	0	0	17	26	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__AKYH767	g__	s__
OTU_2249	1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Nannocystaceae	g__Nannocystis	s__
OTU_2410	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Frankiales	f__Frankiaceae	g__Jatrophihabitans	s__
OTU_2743	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Telmatospirillum	s__
OTU_2919	2	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__
OTU_2203	3	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	Unassigned						
OTU_1981	3	0	0	0	3	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Haliangiaceae	g__Haliangium	s__
OTU_740	17	0	4	0	34	5	0	0	5	0	0	0	0	0	6	0	5	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	10	0	11	0	0	0	9	7	0	0	0	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__
OTU_1917	2	0	1	0	8	0	0	0	1	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	1	0	0	0	Unassigned						
OTU_201	149	0	31	0	386	98	0	2	76	1	0	0	5	0	46	0	49	0	0	97	0	1	0	0	76	1	1	0	1	0	0	0	1	4	41	74	1	68	0	0	0	65	98	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae		
OTU_497	45	0	4	0	68	26	0	0	8	0	0	0	0	0	8	0	3	0	1	17	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	20	0	13	0	0	0	9	29	0	0	0	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__GZKB124	g__	s__
OTU_2408	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	1	0	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Dysgonomonas	s__
OTU_1703	0	0	0	0	0	0	0	3	0	1	0	5	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminiclostridium 1	s__
OTU_1253	10	0	1	0	22	0	0	0	6	0	0	0	0	0	5	0	4	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	3	6	0	0	0	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Pirellula	s__
OTU_3292	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Chlorobi	c__Chlorobia	o__Chlorobiales	f__OPB56	g__	s__
OTU_1718	4	0	0	0	1	3	0	0	2	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	4	0	0	0	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfomicrobiaceae	g__Desulfomicrobium	s__
OTU_2794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Oligoflexales	f__	g__	s__
OTU_754	6	0	3	0	35	4	0	0	6	0	0	0	0	0	8	0	5	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	5	0	3	0	0	0	3	12	0	0	0	k__Bacteria	p__TM6	c__	o__	f__	g__	s__
OTU_1698	7	0	0	0	13	3	0	0	2	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	4	3	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Roseburia	s__
OTU_1492	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria				
OTU_2640	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Sulfuritalea	s__
OTU_1290	2	0	1	0	8	2	0	0	6	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	5	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Propioniciclava	s__
OTU_667	31	0	8	0	60	12	0	0	11	0	0	0	0	0	8	0	15	0	0	18	0	0	0	0	15	0	0	0	0	0	0	0	0	0	8	18	0	8	0	0	0	6	15	1	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Beutenbergiaceae	g__Salana	s__
OTU_2699	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned						
OTU_3150	1	0	0	0	6	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Opitutales	f__Opitutaceae	g__Opitutus	s__
OTU_536	33	0	11	0	55	18	0	0	7	0	0	0	0	0	8	0	10	0	0	15	0	0	0	0	10	0	0	0	0	0	1	0	0	0	9	15	0	13	0	0	0	7	15	0	0	0	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__uncultured	s__
OTU_2589	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcaceae UCG-014	s__
OTU_2731	6	0	1	0	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__B63	s__
OTU_3218	0	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__
OTU_2270	2	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Chloroflexi	c__Chloroflexia	o__Chloroflexales	f__Roseiflexaceae	g__	s__
OTU_979	7	0	1	0	21	6	0	0	2	0	0	0	0	0	5	0	5	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	5	0	2	0	0	0	0	10	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__uncultured	s__
OTU_364	88	0	28	0	240	57	0	0	66	0	0	0	0	0	37	0	48	0	0	65	0	0	0	0	41	0	0	0	0	0	0	0	0	0	36	61	0	31	0	0	0	31	59	0	0	0	k__Bacteria	p__Chloroflexi	c__KD4-96	o__	f__	g__	s__
OTU_2115	3	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	2	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Arenimonas	s__
OTU_2553	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__
OTU_2948	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__uncultured	s__
OTU_2074	6	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family XIII	g__[Eubacterium] brachy group	s__
OTU_8	6954	0	1192	0	14458	4077	4	0	2754	0	0	6	0	0	1843	0	2767	1	13	3977	0	0	0	0	2364	0	0	1	21	0	56	0	0	1	1480	3236	0	2890	0	0	0	2440	3552	0	0	0	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidia Incertae Sedis	f__Draconibacteriaceae	g__KD1-22	s__
OTU_213	173	0	31	0	298	78	0	0	72	0	0	0	0	0	40	0	37	0	1	96	0	0	0	0	38	0	0	0	0	0	2	0	0	0	34	94	0	44	0	0	0	47	69	0	0	0	k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__uncultured	s__
OTU_182	146	0	29	0	323	75	1	0	64	0	0	0	0	0	49	0	46	0	0	67	0	0	0	0	54	0	0	0	0	0	1	0	0	0	36	78	0	58	0	0	0	40	57	0	0	0	k__Bacteria	p__Armatimonadetes	c__	o__	f__	g__	s__
OTU_1008	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	2	0	11	0	0	0	5	0	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Coxiellaceae	g__Coxiella	s__
OTU_2289	2	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	k__Bacteria	p__Chlorobi	c__Ignavibacteria	o__Ignavibacteriales	f__PHOS-HE36	g__oca15	s__
OTU_1942	0	0	1	0	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__Phycisphaerales	f__Phycisphaeraceae	g__CL500-3	s__
OTU_1965	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__uncultured	s__
OTU_1994	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Propioniciclava	s__
OTU_2253	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__uncultured	s__
OTU_58	1693	0	368	0	3892	1031	0	0	731	0	0	1	0	0	541	0	698	1	4	982	0	0	0	0	758	0	0	0	5	0	5	0	1	0	426	844	0	761	0	0	0	651	877	0	0	0	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__T78	s__
OTU_2901	2	0	0	0	6	3	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	3	0	0	0	0	k__Bacteria	p__Cloacimonetes	c__W5	o__	f__	g__	s__
OTU_704	13	0	2	0	47	6	0	0	9	0	0	0	0	0	5	0	7	0	0	9	0	0	0	0	6	0	0	0	0	0	1	0	0	0	6	11	0	3	0	0	0	6	13	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__SC-I-84	f__	g__	s__
OTU_1035	9	0	0	0	21	4	0	0	5	0	0	0	0	0	4	0	2	0	1	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	5	0	6	0	0	0	3	8	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__uncultured	s__
OTU_2599	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Planctomyces	s__
OTU_778	11	0	7	0	29	7	0	0	9	0	0	0	0	0	7	0	4	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	8	7	0	7	0	0	0	3	4	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Hydrogenophaga	s__
OTU_1985	2	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	Unassigned						
OTU_1050	6	0	0	0	13	7	0	0	2	0	0	0	0	0	6	0	4	0	2	6	0	0	0	0	2	0	0	0	0	1	0	0	0	0	5	3	0	5	0	0	0	2	2	0	0	0	Unassigned						
OTU_2144	5	0	1	0	7	3	0	0	3	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	2	0	0	0	Unassigned						
OTU_2305	3	0	0	0	4	5	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcaceae UCG-014	s__
OTU_1338	11	0	1	0	14	4	0	0	3	0	0	0	0	0	2	0	3	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	3	0	0	0	Unassigned						
OTU_2274	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	k__Bacteria	p__Lentisphaerae	c__Oligosphaeria	o__Oligosphaerales	f__Oligosphaeraceae	g__	s__
OTU_1552	4	0	1	0	15	3	0	0	2	0	0	0	0	2	1	0	4	0	0	4	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Saprospiraceae	g__uncultured	s__
OTU_2473	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned						
OTU_1911	4	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Elusimicrobia	c__Elusimicrobia	o__MVP-88	f__	g__	s__
OTU_1590	1	0	0	0	9	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Mobilitalea	s__
OTU_832	11	0	3	0	22	5	0	0	4	0	0	0	0	0	5	0	5	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	5	0	4	0	0	0	0	6	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Demequinaceae	g__uncultured	s__
OTU_247	111	0	24	0	216	59	0	0	60	0	0	0	1	0	22	0	43	0	0	65	0	0	0	0	34	0	0	0	0	1	2	0	0	1	37	44	0	44	0	1	0	27	52	1	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Tessaracoccus	s__
OTU_2747	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__uncultured	g__	s__
OTU_455	1	8	0	0	8	1	3	0	1	0	16	16	0	0	0	0	0	0	0	2	0	0	28	95	1	5	59	0	42	0	0	7	24	0	1	3	32	0	0	0	2	2	2	0	4	0	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
OTU_3364	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Haliangiaceae	g__Haliangium	s__
OTU_2565	3	0	1	0	10	6	0	0	2	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	8	0	0	0	0	1	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Polaromonas	s__
OTU_12	0	676	0	427	0	0	2376	1392	0	5462	74	1440	253	276	0	3748	0	1208	1311	0	430	4443	2363	1425	0	1925	1845	0	122	11	1	2465	1480	1425	0	0	81	0	20	5	1019	0	0	194	768	437	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Lysinimonas	s__
OTU_2499	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	k__Bacteria	p__SHA-109	c__	o__	f__	g__	s__
OTU_1679	3	0	1	0	11	2	0	0	4	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	5	0	2	0	0	0	0	3	0	0	0	k__Bacteria	p__Chloroflexi	c__Caldilineae	o__Caldilineales	f__Caldilineaceae	g__Candidatus Defluviifilum	s__
OTU_1640	2	0	0	0	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	2	2	0	0	0	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_911	7	0	1	0	35	9	0	0	4	0	0	0	0	0	5	0	2	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	6	0	6	0	0	0	4	6	0	0	0	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Levilinea	s__
OTU_879	36	0	5	0	79	14	0	0	10	0	0	0	0	0	12	0	12	0	0	11	0	0	0	0	9	0	0	0	0	0	1	0	0	0	4	21	0	13	0	0	0	12	21	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family XI	g__uncultured	s__
OTU_2684	10	0	4	0	6	2	0	0	1	0	0	1	0	0	2	0	4	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	1	4	0	0	0	k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__uncultured	s__
OTU_2724	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned						
OTU_1156	7	0	2	0	6	3	0	0	3	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	3	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family XI	g__Gallicola	s__
OTU_898	11	0	1	0	22	3	0	0	12	0	0	0	0	0	3	0	3	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	7	0	5	0	0	0	10	13	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Nordellaceae	g__MNG7	s__
OTU_1356	4	0	2	0	12	2	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	5	3	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Syntrophomonadaceae	g__A55_D21	s__
OTU_2220	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__
OTU_826	0	0	19	0	1	0	0	23	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	9	0	25	0	0	0	20	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Competibacteraceae	g__Candidatus Competibacter	s__
OTU_878	18	0	1	0	32	12	0	0	5	0	0	0	0	0	6	0	4	0	0	14	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	9	0	4	0	0	0	3	14	0	0	0	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__uncultured	s__
OTU_2079	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	k__Bacteria	p__Chloroflexi	c__SJA-15	o__	f__	g__	s__
OTU_1074	26	0	2	0	43	10	0	0	3	0	0	0	0	0	5	0	7	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6	9	0	6	0	0	0	6	10	0	0	0	Unassigned						
